State,City,Crop,pH soil,Area (ha),avgTemp,Rainfall (mm),Yield (ton/ha),Avg_smlvl,Soil Type,Nutrient Level,Credit Score,Risk Category,Risk Category Encoded,Predicted Risk Category,Risk Score (%)
Gujarat,Gandhinagar,Bajra,4.0,20501,30,721,5.683002813335522,16.0,Mixed Soil,Low,331,High Risk,3,3,95
Gujarat,Gandhinagar,Groundnut,4.0,2601,30,721,5.183481446277214,16.0,Mixed Soil,Low,362,High Risk,3,3,86
Gujarat,Gandhinagar,Jowar,4.0,4301,30,721,8.387104932856921,16.0,Mixed Soil,Low,326,High Risk,3,3,87
Gujarat,Gandhinagar,Maize,4.0,1001,30,721,7.29254932005832,16.0,Mixed Soil,Low,323,High Risk,3,3,99
Gujarat,Gandhinagar,Rice,4.0,11301,30,721,2.630968281953378,16.0,Mixed Soil,Low,409,High Risk,3,3,82
Gujarat,Gandhinagar,Wheat,4.0,27501,23,15,2.442411824257185,16.0,Mixed Soil,Low,715,Low Risk,1,1,33
Gujarat,Gandhinagar,Bajra,4.0,5501,32,79,8.647963759898392,16.0,Mixed Soil,Low,855,Very Low Risk,0,0,8
Gujarat,Gandhinagar,Groundnut,4.0,301,32,79,7.620295568607878,16.0,Mixed Soil,Low,887,Very Low Risk,0,0,8
Gujarat,Gandhinagar,Rice,4.0,3001,32,79,3.942439697195704,16.0,Mixed Soil,Low,873,Very Low Risk,0,0,12
Gujarat,Gandhinagar,Bajra,4.0,15901,30,611,5.248139142780255,16.0,Mixed Soil,Low,632,Medium Risk,2,2,66
Gujarat,Gandhinagar,Groundnut,4.0,3301,30,611,3.39512631196237,16.0,Mixed Soil,Low,594,Medium Risk,2,2,55
Gujarat,Gandhinagar,Jowar,4.0,5001,30,611,8.32727788534053,16.0,Mixed Soil,Low,616,Medium Risk,2,2,65
Gujarat,Gandhinagar,Maize,4.0,401,30,611,8.522612248569333,16.0,Mixed Soil,Low,520,Medium Risk,2,2,52
Gujarat,Gandhinagar,Rice,4.0,12801,30,611,4.881190342289922,16.0,Mixed Soil,Low,409,High Risk,3,3,71
Gujarat,Gandhinagar,Wheat,4.0,43801,23,13,8.974232401551776,16.0,Mixed Soil,Low,792,Low Risk,1,1,22
Gujarat,Gandhinagar,Bajra,4.0,7501,30,94,6.26024318467235,16.0,Mixed Soil,Low,836,Low Risk,1,1,34
Gujarat,Gandhinagar,Groundnut,4.0,301,30,94,4.035246361091844,16.0,Mixed Soil,Low,855,Very Low Risk,0,0,5
Gujarat,Gandhinagar,Rice,4.0,3001,30,94,5.033137207667029,16.0,Mixed Soil,Low,716,Low Risk,1,1,27
Gujarat,Gandhinagar,Bajra,4.0,15001,31,641,9.359850174799725,16.0,Mixed Soil,Low,387,High Risk,3,3,89
Gujarat,Gandhinagar,Groundnut,4.0,2301,31,641,2.3686300690122497,16.0,Mixed Soil,Low,308,High Risk,3,3,91
Gujarat,Gandhinagar,Maize,4.0,601,31,641,4.117925202915632,16.0,Mixed Soil,Low,669,Medium Risk,2,2,58
Gujarat,Gandhinagar,Rice,4.0,12801,31,641,5.244817777031241,16.0,Mixed Soil,Low,450,High Risk,3,3,75
Gujarat,Gandhinagar,Wheat,4.0,32801,22,12,7.328260724337674,16.0,Mixed Soil,Low,793,Low Risk,1,1,27
Gujarat,Gandhinagar,Bajra,4.0,9301,32,85,8.887839534182872,16.0,Mixed Soil,Low,719,Low Risk,1,1,34
Gujarat,Gandhinagar,Groundnut,4.0,701,32,85,8.635711123576478,16.0,Mixed Soil,Low,870,Very Low Risk,0,0,2
Gujarat,Gandhinagar,Bajra,4.0,9301,30,761,2.91786603307874,16.0,Mixed Soil,Low,475,High Risk,3,3,88
Gujarat,Gandhinagar,Groundnut,4.0,2801,30,761,8.081178759821348,16.0,Mixed Soil,Low,420,High Risk,3,3,75
Gujarat,Gandhinagar,Jowar,4.0,2301,30,761,6.915230273777664,16.0,Mixed Soil,Low,418,High Risk,3,3,76
Gujarat,Gandhinagar,Maize,4.0,401,30,761,5.554674330914287,16.0,Mixed Soil,Low,460,High Risk,3,3,76
Gujarat,Gandhinagar,Rice,4.0,10601,30,761,9.001241065189157,16.0,Mixed Soil,Low,388,High Risk,3,3,98
Gujarat,Gandhinagar,Wheat,4.0,29101,23,13,8.01713066052006,16.0,Mixed Soil,Low,700,Low Risk,1,1,33
Gujarat,Gandhinagar,Bajra,4.0,6401,31,82,6.274925653718066,16.0,Mixed Soil,Low,900,Very Low Risk,0,0,13
Gujarat,Gandhinagar,Groundnut,4.0,901,31,82,7.811356470581279,16.0,Mixed Soil,Low,856,Very Low Risk,0,0,10
Gujarat,Gandhinagar,Bajra,4.0,8801,31,656,3.399400050533896,16.0,Mixed Soil,Low,339,High Risk,3,3,86
Gujarat,Gandhinagar,Groundnut,4.0,2801,31,656,7.977906856113333,16.0,Mixed Soil,Low,459,High Risk,3,3,83
Gujarat,Gandhinagar,Jowar,4.0,2101,31,656,4.991205023747089,16.0,Mixed Soil,Low,393,High Risk,3,3,98
Gujarat,Gandhinagar,Maize,4.0,301,31,656,4.004105088478982,16.0,Mixed Soil,Low,323,High Risk,3,3,95
Gujarat,Gandhinagar,Rice,4.0,16001,31,656,4.981959547945117,16.0,Mixed Soil,Low,447,High Risk,3,3,80
Gujarat,Gandhinagar,Jowar,4.0,401,23,15,8.004662275971889,16.0,Mixed Soil,Low,884,Very Low Risk,0,0,3
Gujarat,Gandhinagar,Maize,4.0,501,23,15,3.8807550361925696,16.0,Mixed Soil,Low,892,Very Low Risk,0,0,12
Gujarat,Gandhinagar,Wheat,4.0,35901,23,15,5.265858601329606,16.0,Mixed Soil,Low,723,Low Risk,1,1,33
Gujarat,Gandhinagar,Bajra,4.0,6301,31,74,7.677647753933658,16.0,Mixed Soil,Low,866,Very Low Risk,0,0,11
Gujarat,Gandhinagar,Groundnut,4.0,101,31,74,8.136385445748179,16.0,Mixed Soil,Low,862,Very Low Risk,0,0,12
Gujarat,Gandhinagar,Bajra,4.0,9401,30,691,6.428167383682322,16.0,Mixed Soil,Low,327,High Risk,3,3,89
Gujarat,Gandhinagar,Groundnut,4.0,3101,30,691,6.217924504636821,16.0,Mixed Soil,Low,362,High Risk,3,3,91
Gujarat,Gandhinagar,Jowar,4.0,8301,30,691,8.401470309471787,16.0,Mixed Soil,Low,402,High Risk,3,3,88
Gujarat,Gandhinagar,Maize,4.0,501,30,691,3.70010775418198,16.0,Mixed Soil,Low,432,High Risk,3,3,73
Gujarat,Gandhinagar,Rice,4.0,8801,30,691,9.27469323904678,16.0,Mixed Soil,Low,303,High Risk,3,3,94
Gujarat,Gandhinagar,Jowar,4.0,401,23,12,4.424320839989271,16.0,Mixed Soil,Low,857,Very Low Risk,0,0,8
Gujarat,Gandhinagar,Wheat,4.0,35101,23,12,9.692014756428131,16.0,Mixed Soil,Low,797,Low Risk,1,1,30
Gujarat,Gandhinagar,Bajra,4.0,15701,31,78,5.79692361987316,16.0,Mixed Soil,Low,776,Low Risk,1,1,26
Gujarat,Gandhinagar,Groundnut,4.0,301,31,78,6.188822810429106,16.0,Mixed Soil,Low,900,Very Low Risk,0,0,6
Gujarat,Gandhinagar,Bajra,4.0,8201,31,690,7.063503528074101,16.0,Mixed Soil,Low,407,High Risk,3,3,77
Gujarat,Gandhinagar,Groundnut,4.0,2701,31,690,5.695541318973591,16.0,Mixed Soil,Low,323,High Risk,3,3,87
Gujarat,Gandhinagar,Jowar,4.0,2501,31,690,7.572832339050127,16.0,Mixed Soil,Low,392,High Risk,3,3,92
Gujarat,Gandhinagar,Maize,4.0,301,31,690,6.377687498597179,16.0,Mixed Soil,Low,412,High Risk,3,3,77
Gujarat,Gandhinagar,Rice,4.0,3501,31,690,6.632710269129154,16.0,Mixed Soil,Low,413,High Risk,3,3,78
Gujarat,Gandhinagar,Wheat,4.0,30301,23,12,3.233990704848428,16.0,Mixed Soil,Low,735,Low Risk,1,1,25
Gujarat,Gandhinagar,Bajra,4.0,9601,32,81,4.795579212074561,16.0,Mixed Soil,Low,794,Low Risk,1,1,28
Gujarat,Gandhinagar,Groundnut,4.0,201,32,81,8.069300612748236,16.0,Mixed Soil,Low,893,Very Low Risk,0,0,3
Gujarat,Junagadh,Bajra,4.0,29401,28,651,6.074243030342797,16.0,Mixed Soil,Low,335,High Risk,3,3,94
Gujarat,Junagadh,Groundnut,4.0,422401,28,651,8.767520291812094,16.0,Mixed Soil,Low,104,Very High Risk,4,4,98
Gujarat,Junagadh,Jowar,4.0,801,28,651,8.34879844118862,16.0,Mixed Soil,Low,466,High Risk,3,3,70
Gujarat,Junagadh,Jowar,4.0,3901,22,15,6.193018625499721,16.0,Mixed Soil,Low,851,Very Low Risk,0,0,8
Gujarat,Junagadh,Wheat,4.0,65701,22,15,4.473914474438268,16.0,Mixed Soil,Low,574,Medium Risk,2,2,55
Gujarat,Junagadh,Bajra,4.0,1901,26,194,9.169409072124928,16.0,Mixed Soil,Low,763,Low Risk,1,1,33
Gujarat,Junagadh,Groundnut,4.0,9301,26,194,6.659945056244763,16.0,Mixed Soil,Low,789,Low Risk,1,1,29
Gujarat,Junagadh,Maize,4.0,701,26,287,3.602945789552048,16.0,Mixed Soil,Low,588,Medium Risk,2,2,52
Gujarat,Junagadh,Rice,4.0,101,26,287,4.890607768697066,16.0,Mixed Soil,Low,526,Medium Risk,2,2,65
Gujarat,Junagadh,Sugarcane,4.0,8001,26,287,9.527877593101632,16.0,Mixed Soil,Low,125,Very High Risk,4,4,109
Gujarat,Junagadh,Bajra,4.0,32901,27,631,8.457719268218671,16.0,Mixed Soil,Low,471,High Risk,3,3,89
Gujarat,Junagadh,Groundnut,4.0,425801,27,631,7.906285101224816,16.0,Mixed Soil,Low,221,Very High Risk,4,4,101
Gujarat,Junagadh,Jowar,4.0,4501,27,631,3.349009238502231,16.0,Mixed Soil,Low,510,Medium Risk,2,2,63
Gujarat,Junagadh,Maize,4.0,201,27,631,2.2253690955943157,16.0,Mixed Soil,Low,576,Medium Risk,2,2,56
Gujarat,Junagadh,Jowar,4.0,6001,22,17,8.370117245164693,16.0,Mixed Soil,Low,852,Very Low Risk,0,0,5
Gujarat,Junagadh,Wheat,4.0,69101,22,17,7.451104725942207,16.0,Mixed Soil,Low,576,Medium Risk,2,2,55
Gujarat,Junagadh,Bajra,4.0,1601,26,199,8.334775084439626,16.0,Mixed Soil,Low,768,Low Risk,1,1,27
Gujarat,Junagadh,Groundnut,4.0,12901,26,199,6.863825247359141,16.0,Mixed Soil,Low,767,Low Risk,1,1,20
Gujarat,Junagadh,Sugarcane,4.0,7401,25,282,4.218862980655809,16.0,Mixed Soil,Low,178,Very High Risk,4,4,106
Gujarat,Junagadh,Bajra,4.0,33501,26,621,2.5719330223789703,16.0,Mixed Soil,Low,480,High Risk,3,3,83
Gujarat,Junagadh,Groundnut,4.0,433001,26,621,3.424339429214492,16.0,Mixed Soil,Low,389,High Risk,3,3,86
Gujarat,Junagadh,Jowar,4.0,2501,26,621,5.5107325358358175,16.0,Mixed Soil,Low,503,Medium Risk,2,2,60
Gujarat,Junagadh,Maize,4.0,201,26,621,6.122004070307699,16.0,Mixed Soil,Low,537,Medium Risk,2,2,54
Gujarat,Junagadh,Jowar,4.0,10101,21,13,9.8054517165426,16.0,Mixed Soil,Low,875,Very Low Risk,0,0,14
Gujarat,Junagadh,Wheat,4.0,20901,21,13,8.74875804589815,16.0,Mixed Soil,Low,881,Very Low Risk,0,0,10
Gujarat,Junagadh,Bajra,4.0,1601,26,151,8.541803583445372,16.0,Mixed Soil,Low,829,Low Risk,1,1,33
Gujarat,Junagadh,Groundnut,4.0,1101,26,151,5.335575101680594,16.0,Mixed Soil,Low,761,Low Risk,1,1,32
Gujarat,Junagadh,Sugarcane,4.0,7601,24,262,5.896564014441672,16.0,Mixed Soil,Low,313,High Risk,3,3,92
Gujarat,Junagadh,Bajra,4.0,28401,26,601,2.9212876131740604,16.0,Mixed Soil,Low,417,High Risk,3,3,88
Gujarat,Junagadh,Groundnut,4.0,406301,26,601,7.057872474097556,16.0,Mixed Soil,Low,209,Very High Risk,4,4,108
Gujarat,Junagadh,Jowar,4.0,4401,26,601,3.647237451953325,16.0,Mixed Soil,Low,610,Medium Risk,2,2,58
Gujarat,Junagadh,Maize,4.0,201,26,601,7.284572310082687,16.0,Mixed Soil,Low,562,Medium Risk,2,2,58
Gujarat,Junagadh,Jowar,4.0,5701,22,18,7.540119087805516,16.0,Mixed Soil,Low,874,Very Low Risk,0,0,10
Gujarat,Junagadh,Wheat,4.0,5801,22,18,3.187166453667454,16.0,Mixed Soil,Low,876,Very Low Risk,0,0,11
Gujarat,Junagadh,Bajra,4.0,501,25,185,7.758347669921043,16.0,Mixed Soil,Low,760,Low Risk,1,1,27
Gujarat,Junagadh,Groundnut,4.0,401,25,185,3.019479837638705,16.0,Mixed Soil,Low,739,Low Risk,1,1,23
Gujarat,Junagadh,Sugarcane,4.0,1601,24,268,7.525557909690386,16.0,Mixed Soil,Low,664,Medium Risk,2,2,65
Gujarat,Junagadh,Bajra,4.0,17001,26,671,9.876011997592764,16.0,Mixed Soil,Low,323,High Risk,3,3,91
Gujarat,Junagadh,Groundnut,4.0,444001,26,671,3.2441653546503355,16.0,Mixed Soil,Low,103,Very High Risk,4,4,101
Gujarat,Junagadh,Jowar,4.0,301,26,671,4.106070989529912,16.0,Mixed Soil,Low,383,High Risk,3,3,95
Gujarat,Junagadh,Jowar,4.0,5601,21,19,9.948236929510442,16.0,Mixed Soil,Low,872,Very Low Risk,0,0,1
Gujarat,Junagadh,Wheat,4.0,69501,21,19,6.690757605538766,16.0,Mixed Soil,Low,665,Medium Risk,2,2,68
Gujarat,Junagadh,Bajra,4.0,1201,26,194,2.9785596124702325,16.0,Mixed Soil,Low,717,Low Risk,1,1,27
Gujarat,Junagadh,Groundnut,4.0,1901,26,194,6.129007949011402,16.0,Mixed Soil,Low,811,Low Risk,1,1,33
Gujarat,Junagadh,Sugarcane,4.0,5601,24,294,5.745227369580329,16.0,Mixed Soil,Low,383,High Risk,3,3,97
Gujarat,Junagadh,Bajra,4.0,16501,26,611,9.15038910378214,16.0,Mixed Soil,Low,444,High Risk,3,3,74
Gujarat,Junagadh,Groundnut,4.0,457801,26,611,6.791699467091192,16.0,Mixed Soil,Low,137,Very High Risk,4,4,99
Gujarat,Junagadh,Jowar,4.0,401,26,611,7.525469953550291,16.0,Mixed Soil,Low,514,Medium Risk,2,2,55
Gujarat,Junagadh,Maize,4.0,101,26,611,9.80951503696949,16.0,Mixed Soil,Low,629,Medium Risk,2,2,69
Gujarat,Junagadh,Jowar,4.0,13901,21,15,2.5051006230518125,16.0,Mixed Soil,Low,896,Very Low Risk,0,0,10
Gujarat,Junagadh,Wheat,4.0,14701,21,15,6.412625400534866,16.0,Mixed Soil,Low,898,Very Low Risk,0,0,0
Gujarat,Junagadh,Bajra,4.0,801,26,195,4.306195748543758,16.0,Mixed Soil,Low,847,Low Risk,1,1,26
Gujarat,Junagadh,Groundnut,4.0,801,26,195,8.626740308055556,16.0,Mixed Soil,Low,844,Low Risk,1,1,25
Gujarat,Junagadh,Sugarcane,4.0,5701,24,274,6.076116853901151,16.0,Mixed Soil,Low,318,High Risk,3,3,94
Gujarat,Junagadh,Bajra,4.0,20501,27,600,8.219624120823799,16.0,Mixed Soil,Low,478,High Risk,3,3,79
Gujarat,Junagadh,Groundnut,4.0,415201,27,600,6.295948504682453,16.0,Mixed Soil,Low,223,Very High Risk,4,4,108
Gujarat,Junagadh,Jowar,4.0,1001,27,600,5.008353229007217,16.0,Mixed Soil,Low,584,Medium Risk,2,2,55
Gujarat,Junagadh,Jowar,4.0,3801,22,17,2.870467222920812,16.0,Mixed Soil,Low,867,Very Low Risk,0,0,13
Gujarat,Junagadh,Wheat,4.0,90301,22,17,9.873488648770396,16.0,Mixed Soil,Low,697,Medium Risk,2,2,64
Gujarat,Junagadh,Bajra,4.0,4001,26,200,7.374431610566292,16.0,Mixed Soil,Low,721,Low Risk,1,1,31
Gujarat,Junagadh,Groundnut,4.0,17501,26,200,8.788267433078843,16.0,Mixed Soil,Low,751,Low Risk,1,1,32
Gujarat,Junagadh,Sugarcane,4.0,4401,25,272,5.374805989093689,16.0,Mixed Soil,Low,321,High Risk,3,3,85
Gujarat,Junagadh,Bajra,4.0,16701,26,590,6.862375845155695,16.0,Mixed Soil,Low,565,Medium Risk,2,2,68
Gujarat,Junagadh,Groundnut,4.0,415801,26,590,5.392490053193997,16.0,Mixed Soil,Low,115,Very High Risk,4,4,97
Gujarat,Junagadh,Jowar,4.0,501,26,590,8.421607328306667,16.0,Mixed Soil,Low,660,Medium Risk,2,2,68
Gujarat,Junagadh,Jowar,4.0,4001,21,16,8.236590419679539,16.0,Mixed Soil,Low,854,Very Low Risk,0,0,7
Gujarat,Junagadh,Wheat,4.0,95001,21,16,3.077502814894886,16.0,Mixed Soil,Low,674,Medium Risk,2,2,54
Gujarat,Junagadh,Bajra,4.0,4701,27,198,4.156377310899046,16.0,Mixed Soil,Low,723,Low Risk,1,1,20
Gujarat,Junagadh,Groundnut,4.0,15901,27,198,7.349288844397273,16.0,Mixed Soil,Low,709,Low Risk,1,1,33
Gujarat,Junagadh,Sugarcane,4.0,5501,25,268,6.5088132384251125,16.0,Mixed Soil,Low,308,High Risk,3,3,87
Gujarat,Junagadh,Bajra,4.0,15501,27,671,5.813334137455958,16.0,Mixed Soil,Low,431,High Risk,3,3,74
Gujarat,Junagadh,Groundnut,4.0,399901,27,671,3.6532803444832087,16.0,Mixed Soil,Low,267,Very High Risk,4,4,104
Gujarat,Junagadh,Jowar,4.0,101,27,671,3.153031829997401,16.0,Mixed Soil,Low,334,High Risk,3,3,96
Gujarat,Junagadh,Jowar,4.0,2801,21,15,4.650184580953702,16.0,Mixed Soil,Low,870,Very Low Risk,0,0,2
Gujarat,Junagadh,Wheat,4.0,109001,21,15,5.348391814764412,16.0,Mixed Soil,Low,586,Medium Risk,2,2,58
Gujarat,Junagadh,Bajra,4.0,7301,26,193,5.952564900135508,16.0,Mixed Soil,Low,827,Low Risk,1,1,26
Gujarat,Junagadh,Groundnut,4.0,19501,26,193,8.818785029362072,16.0,Mixed Soil,Low,768,Low Risk,1,1,23
Gujarat,Junagadh,Sugarcane,4.0,10801,25,293,4.536121141354018,16.0,Mixed Soil,Low,204,Very High Risk,4,4,105
Gujarat,Junagadh,Bajra,4.0,14801,26,611,9.796150012325,16.0,Mixed Soil,Low,599,Medium Risk,2,2,62
Gujarat,Junagadh,Groundnut,4.0,374001,26,611,9.857969941436616,16.0,Mixed Soil,Low,225,Very High Risk,4,4,95
Gujarat,Junagadh,Jowar,4.0,101,26,611,4.938313756417336,16.0,Mixed Soil,Low,650,Medium Risk,2,2,59
Gujarat,Junagadh,Jowar,4.0,2801,21,15,3.869103389973803,16.0,Mixed Soil,Low,852,Very Low Risk,0,0,0
Gujarat,Junagadh,Wheat,4.0,142301,21,15,4.054665459922767,16.0,Mixed Soil,Low,300,High Risk,3,3,88
Gujarat,Junagadh,Bajra,4.0,7601,27,181,5.682084725978722,16.0,Mixed Soil,Low,771,Low Risk,1,1,30
Gujarat,Junagadh,Groundnut,4.0,21401,27,181,3.166516969404112,16.0,Mixed Soil,Low,730,Low Risk,1,1,31
Gujarat,Junagadh,Sugarcane,4.0,14801,25,269,6.046152697497757,16.0,Mixed Soil,Low,140,Very High Risk,4,4,101
Gujarat,Junagadh,Bajra,4.0,8501,26,624,4.780006341384835,16.0,Mixed Soil,Low,354,High Risk,3,3,85
Gujarat,Junagadh,Groundnut,4.0,383401,26,624,8.702175993342792,16.0,Mixed Soil,Low,255,Very High Risk,4,4,97
Gujarat,Junagadh,Jowar,4.0,3601,21,17,6.2643006868496,16.0,Mixed Soil,Low,888,Very Low Risk,0,0,7
Gujarat,Junagadh,Wheat,4.0,179601,21,17,9.46086187993036,16.0,Mixed Soil,Low,440,High Risk,3,3,86
Gujarat,Junagadh,Bajra,4.0,10001,26,184,9.771050067493896,16.0,Mixed Soil,Low,791,Low Risk,1,1,25
Gujarat,Junagadh,Groundnut,4.0,23801,26,184,8.693771055583877,16.0,Mixed Soil,Low,803,Low Risk,1,1,31
Gujarat,Junagadh,Sugarcane,4.0,11701,24,275,9.254880841222867,16.0,Mixed Soil,Low,217,Very High Risk,4,4,97
Gujarat,Junagadh,Bajra,4.0,9401,27,641,3.683409658058512,16.0,Mixed Soil,Low,394,High Risk,3,3,85
Gujarat,Junagadh,Groundnut,4.0,404301,27,641,5.47515380629666,16.0,Mixed Soil,Low,250,Very High Risk,4,4,107
Gujarat,Junagadh,Jowar,4.0,3001,21,18,7.601586902627177,16.0,Mixed Soil,Low,890,Very Low Risk,0,0,6
Gujarat,Junagadh,Wheat,4.0,188101,21,18,9.426787808828198,16.0,Mixed Soil,Low,398,High Risk,3,3,94
Gujarat,Junagadh,Bajra,4.0,3501,27,191,2.5399657212732825,16.0,Mixed Soil,Low,836,Low Risk,1,1,34
Gujarat,Junagadh,Groundnut,4.0,18701,27,191,8.703671913481713,16.0,Mixed Soil,Low,779,Low Risk,1,1,30
Gujarat,Junagadh,Sugarcane,4.0,14601,25,283,8.27580911254746,16.0,Mixed Soil,Low,271,Very High Risk,4,4,105
Gujarat,Junagadh,Bajra,4.0,14001,26,611,7.510332329763933,16.0,Mixed Soil,Low,485,High Risk,3,3,83
Gujarat,Junagadh,Groundnut,4.0,397901,26,611,7.369030400347385,16.0,Mixed Soil,Low,326,High Risk,3,3,95
Gujarat,Junagadh,Jowar,4.0,4001,22,12,6.721054164569204,16.0,Mixed Soil,Low,859,Very Low Risk,0,0,12
Gujarat,Junagadh,Wheat,4.0,120501,22,12,7.57848496051359,16.0,Mixed Soil,Low,676,Medium Risk,2,2,64
Gujarat,Junagadh,Bajra,4.0,5201,26,188,5.786175383930029,16.0,Mixed Soil,Low,758,Low Risk,1,1,21
Gujarat,Junagadh,Groundnut,4.0,11301,26,188,2.4522371093391038,16.0,Mixed Soil,Low,849,Low Risk,1,1,24
Gujarat,Junagadh,Sugarcane,4.0,10101,25,270,6.786679565573989,16.0,Mixed Soil,Low,144,Very High Risk,4,4,96
Gujarat,Junagadh,Bajra,4.0,8901,26,656,2.5037361997050365,16.0,Mixed Soil,Low,443,High Risk,3,3,74
Gujarat,Junagadh,Groundnut,4.0,402101,26,656,8.300355341358166,16.0,Mixed Soil,Low,242,Very High Risk,4,4,104
Gujarat,Junagadh,Jowar,4.0,3901,22,14,6.022898864639528,16.0,Mixed Soil,Low,856,Very Low Risk,0,0,11
Gujarat,Junagadh,Maize,4.0,24601,22,14,9.22392332981575,16.0,Mixed Soil,Low,865,Very Low Risk,0,0,14
Gujarat,Junagadh,Wheat,4.0,210001,22,14,6.398369465209186,16.0,Mixed Soil,Low,149,Very High Risk,4,4,108
Gujarat,Junagadh,Bajra,4.0,8201,26,195,6.4907619265445,16.0,Mixed Soil,Low,772,Low Risk,1,1,20
Gujarat,Junagadh,Groundnut,4.0,40501,26,195,4.648477104200926,16.0,Mixed Soil,Low,566,Medium Risk,2,2,69
Gujarat,Junagadh,Sugarcane,4.0,8801,25,288,2.3234800549490053,16.0,Mixed Soil,Low,279,Very High Risk,4,4,95
Gujarat,Junagadh,Bajra,4.0,9101,26,591,6.626764058513103,16.0,Mixed Soil,Low,654,Medium Risk,2,2,55
Gujarat,Junagadh,Groundnut,4.0,392201,26,591,5.42151650978085,16.0,Mixed Soil,Low,138,Very High Risk,4,4,107
Gujarat,Junagadh,Rice,4.0,201,26,591,7.921667836967079,16.0,Mixed Soil,Low,642,Medium Risk,2,2,69
Gujarat,Junagadh,Jowar,4.0,5601,22,18,2.7810578424692265,16.0,Mixed Soil,Low,885,Very Low Risk,0,0,5
Gujarat,Junagadh,Wheat,4.0,152301,22,18,3.706948473900044,16.0,Mixed Soil,Low,373,High Risk,3,3,99
Gujarat,Junagadh,Bajra,4.0,8201,26,188,5.146116241889549,16.0,Mixed Soil,Low,757,Low Risk,1,1,22
Gujarat,Junagadh,Groundnut,4.0,20301,26,188,6.796247380087443,16.0,Mixed Soil,Low,738,Low Risk,1,1,29
Gujarat,Junagadh,Sugarcane,4.0,12801,25,266,3.899950973152035,16.0,Mixed Soil,Low,244,Very High Risk,4,4,109
Gujarat,Junagadh,Bajra,4.0,9901,26,640,7.696003104430002,16.0,Mixed Soil,Low,331,High Risk,3,3,99
Gujarat,Junagadh,Groundnut,4.0,306601,26,640,6.4378330981214384,16.0,Mixed Soil,Low,411,High Risk,3,3,73
Gujarat,Junagadh,Jowar,4.0,201,22,19,4.060466673004068,16.0,Mixed Soil,Low,858,Very Low Risk,0,0,2
Gujarat,Junagadh,Wheat,4.0,39701,22,19,9.875416832860909,16.0,Mixed Soil,Low,742,Low Risk,1,1,23
Gujarat,Junagadh,Bajra,4.0,1301,27,196,4.559272536973471,16.0,Mixed Soil,Low,813,Low Risk,1,1,32
Gujarat,Junagadh,Groundnut,4.0,1301,27,196,7.183953582189985,16.0,Mixed Soil,Low,755,Low Risk,1,1,26
Gujarat,Junagadh,Sugarcane,4.0,1401,25,285,8.4941191168081,16.0,Mixed Soil,Low,648,Medium Risk,2,2,66
Gujarat,Rajkot,Bajra,4.0,61601,31,511,8.888191528843368,16.0,Mixed Soil,Low,501,Medium Risk,2,2,63
Gujarat,Rajkot,Groundnut,4.0,423601,31,511,9.179264317132636,16.0,Mixed Soil,Low,184,Very High Risk,4,4,97
Gujarat,Rajkot,Wheat,4.0,63501,24,13,6.0563275670725725,16.0,Mixed Soil,Low,684,Medium Risk,2,2,67
Gujarat,Rajkot,Groundnut,4.0,1101,29,104,7.62940831329014,16.0,Mixed Soil,Low,777,Low Risk,1,1,29
Gujarat,Rajkot,Sugarcane,4.0,501,28,209,7.65582650490386,16.0,Mixed Soil,Low,822,Low Risk,1,1,28
Gujarat,Rajkot,Bajra,4.0,50901,29,461,9.679180366353926,16.0,Mixed Soil,Low,606,Medium Risk,2,2,60
Gujarat,Rajkot,Groundnut,4.0,420101,29,461,6.44698287470744,16.0,Mixed Soil,Low,157,Very High Risk,4,4,102
Gujarat,Rajkot,Jowar,4.0,101,29,461,6.842575478269106,16.0,Mixed Soil,Low,592,Medium Risk,2,2,60
Gujarat,Rajkot,Maize,4.0,101,29,461,7.671433396252655,16.0,Mixed Soil,Low,600,Medium Risk,2,2,66
Gujarat,Rajkot,Wheat,4.0,43901,24,12,9.814066434822411,16.0,Mixed Soil,Low,715,Low Risk,1,1,32
Gujarat,Rajkot,Groundnut,4.0,901,29,106,9.496462459451717,16.0,Mixed Soil,Low,794,Low Risk,1,1,33
Gujarat,Rajkot,Sugarcane,4.0,401,27,193,8.02420381807342,16.0,Mixed Soil,Low,801,Low Risk,1,1,30
Gujarat,Rajkot,Bajra,4.0,43701,29,481,4.106948538483734,16.0,Mixed Soil,Low,697,Medium Risk,2,2,59
Gujarat,Rajkot,Groundnut,4.0,403201,29,481,7.978763733504358,16.0,Mixed Soil,Low,687,Medium Risk,2,2,52
Gujarat,Rajkot,Jowar,4.0,401,29,481,3.990417300397151,16.0,Mixed Soil,Low,609,Medium Risk,2,2,50
Gujarat,Rajkot,Maize,4.0,301,29,481,7.443569938673091,16.0,Mixed Soil,Low,530,Medium Risk,2,2,58
Gujarat,Rajkot,Wheat,4.0,9001,23,14,7.036695132315661,16.0,Mixed Soil,Low,868,Very Low Risk,0,0,12
Gujarat,Rajkot,Sugarcane,4.0,201,27,206,7.894552162229735,16.0,Mixed Soil,Low,814,Low Risk,1,1,20
Gujarat,Rajkot,Bajra,4.0,41601,29,491,8.765516884186827,16.0,Mixed Soil,Low,516,Medium Risk,2,2,68
Gujarat,Rajkot,Groundnut,4.0,381101,29,491,9.44505420342614,16.0,Mixed Soil,Low,556,Medium Risk,2,2,63
